ConfigSpace (len=10454400, space_map=
   0 tile_f: Split(policy=all, product=512, num_outputs=4) len=220
   1 tile_y: Split(policy=all, product=7, num_outputs=4) len=4
   2 tile_x: Split(policy=all, product=7, num_outputs=4) len=4
   3 tile_rc: Split(policy=all, product=512, num_outputs=3) len=55
   4 tile_ry: Split(policy=all, product=3, num_outputs=3) len=3
   5 tile_rx: Split(policy=all, product=3, num_outputs=3) len=3
   6 auto_unroll_max_step: OtherOption([0, 512, 1500]) len=3
   7 unroll_explicit: OtherOption([0, 1]) len=2
)
LOAD HISTORY FROM FILE
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [4, 8, 2, 8]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [32, 4, 4]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,7820046) MeasureResult(costs=(1000000000.0,), error_no=1, all_cost=0.07363414764404297, timestamp=1543994393.7804172)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [512, 1, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,7745780) MeasureResult(costs=(0.00035872578621908127,), error_no=0, all_cost=1.5237820148468018, timestamp=1543997861.9654806)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [1, 512, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,7777460) MeasureResult(costs=(1000000000.0,), error_no=1, all_cost=0.06987214088439941, timestamp=1543997832.3738084)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [512, 1, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],,None,8713780) MeasureResult(costs=(0.0012092559187279154,), error_no=0, all_cost=2.972905158996582, timestamp=1543997864.6992521)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 1, 7, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [512, 1, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],,None,8906060) MeasureResult(costs=(0.0005975898586572438,), error_no=0, all_cost=1.9044454097747803, timestamp=1543997866.2812626)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [1, 512, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],,None,9519860) MeasureResult(costs=(1000000000.0,), error_no=1, all_cost=0.34668731689453125, timestamp=1543997832.3742144)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [512, 1, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],,None,8907380) MeasureResult(costs=(0.0005598683109540636,), error_no=0, all_cost=1.9000835418701172, timestamp=1543997867.9076068)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [512, 1, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],,None,9488180) MeasureResult(costs=(0.0003590173215547703,), error_no=0, all_cost=1.4583046436309814, timestamp=1543997869.0255854)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 1, 7, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [512, 1, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,7163660) MeasureResult(costs=(0.0005984466183745582,), error_no=0, all_cost=1.854851484298706, timestamp=1543997870.5488498)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [512, 1, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,6971380) MeasureResult(costs=(0.001217760054770318,), error_no=0, all_cost=2.9685428142547607, timestamp=1543997873.144106)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 1, 7, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [512, 1, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],,None,9486860) MeasureResult(costs=(0.0003602363975265018,), error_no=0, all_cost=1.520209550857544, timestamp=1543997874.3159385)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [512, 1, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,7164980) MeasureResult(costs=(0.0005598115512367491,), error_no=0, all_cost=1.8016619682312012, timestamp=1543997875.7725413)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 1, 7, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [512, 1, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,7550860) MeasureResult(costs=(0.0005086285353356891,), error_no=0, all_cost=1.7793347835540771, timestamp=1543997877.2115097)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [512, 1, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],,None,9294580) MeasureResult(costs=(0.0005632644381625442,), error_no=0, all_cost=1.8377025127410889, timestamp=1543997878.7269785)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 1, 7, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [512, 1, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],,None,8712460) MeasureResult(costs=(0.0012250899310954062,), error_no=0, all_cost=3.0264012813568115, timestamp=1543997881.3888683)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 1, 7, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [512, 1, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,7744460) MeasureResult(costs=(0.00036326011307420496,), error_no=0, all_cost=1.5030200481414795, timestamp=1543997882.554957)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [128, 1, 4, 1]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [64, 2, 4]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],,None,4719239) MeasureResult(costs=(0.0002493653215547703,), error_no=0, all_cost=1.9137797355651855, timestamp=1543997883.9969013)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 1, 7, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [256, 2, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,1939980) MeasureResult(costs=(0.0004657826042402826,), error_no=0, all_cost=1.7422058582305908, timestamp=1543997885.3473053)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 1, 7, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [256, 2, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2327180) MeasureResult(costs=(0.0003144822526501767,), error_no=0, all_cost=1.4967083930969238, timestamp=1543997886.4899924)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [256, 2, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,7168500) MeasureResult(costs=(0.000346766425795053,), error_no=0, all_cost=1.453012228012085, timestamp=1543997887.6327596)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 1, 7, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [256, 2, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,7554380) MeasureResult(costs=(0.0003231653992932862,), error_no=0, all_cost=1.3902945518493652, timestamp=1543997888.7186153)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 1, 7, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [256, 2, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,7167180) MeasureResult(costs=(0.00044188734098939933,), error_no=0, all_cost=1.912693977355957, timestamp=1543997890.331442)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [256, 2, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,1941300) MeasureResult(costs=(0.00035326862014134274,), error_no=0, all_cost=1.5010221004486084, timestamp=1543997891.4748769)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [256, 2, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,7555700) MeasureResult(costs=(0.00040047281978798584,), error_no=0, all_cost=1.5406639575958252, timestamp=1543997892.7197127)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [256, 2, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2328500) MeasureResult(costs=(0.0004261159823321555,), error_no=0, all_cost=1.6123991012573242, timestamp=1543997893.9996796)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [128, 1, 4]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],,None,4715720) MeasureResult(costs=(0.00036570408127208477,), error_no=0, all_cost=1.757960557937622, timestamp=1543997895.4173744)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [128, 1, 4]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],,None,9942920) MeasureResult(costs=(0.00037538901060070673,), error_no=0, all_cost=2.0690717697143555, timestamp=1543997896.8776395)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [128, 1, 4]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],,None,10136520) MeasureResult(costs=(0.0003412517067137809,), error_no=0, all_cost=2.1214077472686768, timestamp=1543997898.3789592)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [256, 2, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,None,586100) MeasureResult(costs=(0.00042565117844522966,), error_no=0, all_cost=1.7623329162597656, timestamp=1543997899.9102278)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [256, 2, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 1)],,None,5813300) MeasureResult(costs=(0.00042633918904593643,), error_no=0, all_cost=1.632415533065796, timestamp=1543997901.3869822)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [256, 2, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 1)],,None,5426100) MeasureResult(costs=(0.0003665618003533569,), error_no=0, all_cost=1.6594607830047607, timestamp=1543997902.8375728)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [256, 2, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,None,198900) MeasureResult(costs=(0.0003666068374558304,), error_no=0, all_cost=1.51847505569458, timestamp=1543997904.077107)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [64, 2, 4]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,None,1234440) MeasureResult(costs=(0.0009273760653710248,), error_no=0, all_cost=3.0723319053649902, timestamp=1543997913.068278)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [128, 1, 4]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2973320) MeasureResult(costs=(0.0005684551342756184,), error_no=0, all_cost=2.6153290271759033, timestamp=1543997914.9121249)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [64, 2, 4]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,3170440) MeasureResult(costs=(0.0005753281183745583,), error_no=0, all_cost=2.7978076934814453, timestamp=1543997917.1202946)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 1, 16, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 2, 4]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],,None,9946674) MeasureResult(costs=(0.00028042492402826854,), error_no=0, all_cost=2.9053969383239746, timestamp=1543997918.8067284)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [64, 2, 4]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 1)],,None,6073780) MeasureResult(costs=(0.0005858941996466431,), error_no=0, all_cost=2.395432233810425, timestamp=1543997920.669341)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 1, 7, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [64, 2, 4]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 1)],,None,6072460) MeasureResult(costs=(0.0005862368392226149,), error_no=0, all_cost=2.642864942550659, timestamp=1543997922.6104558)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [128, 1, 4, 1]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [64, 2, 4]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 0), ('unroll_explicit', 1)],,None,6461639) MeasureResult(costs=(0.0009947625282685512,), error_no=0, all_cost=3.1119117736816406, timestamp=1543997925.1179223)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [512, 1, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2324980) MeasureResult(costs=(0.0006003568038869258,), error_no=0, all_cost=2.54447603225708, timestamp=1543997926.9923694)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [512, 1, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],,None,3486580) MeasureResult(costs=(0.0013079812526501768,), error_no=0, all_cost=3.5906150341033936, timestamp=1543997929.9344087)
