Extract tasks...
Tuning...
INFO:autotvm:Get devices for measurement successfully!
DEBUG:autotvm:No: 1	GFLOPS: 0.0000/0.0000	cost: 0.0000	result: MeasureResult(costs=(InstantiationError('Skipped because of invalid gpu kernel',),), error_no=1, all_cost=0.06154012680053711, timestamp=1543904793.099984)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [4, 1, 128, 1]), ('tile_x', [2, 4, 1, 2]), ('tile_rc', [2, 256]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],winograd,None,65389
DEBUG:autotvm:No: 172	GFLOPS: 3020.5341/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.65464e-05,), error_no=0, all_cost=1.324777364730835, timestamp=1543905197.2448854)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [32, 1, 8, 2]), ('tile_x', [1, 2, 4, 2]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 128), ('unroll_explicit', 1)],winograd,None,336239
DEBUG:autotvm:No: 173	GFLOPS: 2799.3867/3317.0788	cost: 0.0001	result: MeasureResult(costs=(8.259345e-05,), error_no=0, all_cost=1.2509467601776123, timestamp=1543905198.0319717)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 4, 4, 2]), ('tile_x', [1, 1, 8, 2]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],winograd,None,28454
DEBUG:autotvm:No: 174	GFLOPS: 2921.4132/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.914355e-05,), error_no=0, all_cost=1.2550427913665771, timestamp=1543905198.8529866)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 4, 4, 2]), ('tile_x', [1, 1, 8, 2]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 128), ('unroll_explicit', 0)],winograd,None,105454
DEBUG:autotvm:No: 175	GFLOPS: 2845.9489/3317.0788	cost: 0.0001	result: MeasureResult(costs=(8.124215e-05,), error_no=0, all_cost=1.323770523071289, timestamp=1543905199.6910849)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 4, 4, 2]), ('tile_x', [1, 1, 8, 2]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 128), ('unroll_explicit', 1)],winograd,None,336454
DEBUG:autotvm:No: 176	GFLOPS: 2833.7652/3317.0788	cost: 0.0001	result: MeasureResult(costs=(8.159145e-05,), error_no=0, all_cost=1.2330124378204346, timestamp=1543905200.437923)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 4, 4, 2]), ('tile_x', [1, 1, 8, 2]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 0), ('unroll_explicit', 1)],winograd,None,259454
DEBUG:autotvm:No: 177	GFLOPS: 2801.2385/3317.0788	cost: 0.0001	result: MeasureResult(costs=(8.253885e-05,), error_no=0, all_cost=1.2158856391906738, timestamp=1543905201.2287884)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 16, 2]), ('tile_x', [1, 4, 2, 2]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 0), ('unroll_explicit', 1)],winograd,None,258805
DEBUG:autotvm:No: 178	GFLOPS: 3170.7097/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.29209e-05,), error_no=0, all_cost=1.1780343055725098, timestamp=1543905201.9666963)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 16, 2]), ('tile_x', [1, 2, 4, 2]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],winograd,None,413245
DEBUG:autotvm:No: 179	GFLOPS: 2568.3434/3317.0788	cost: 0.0001	result: MeasureResult(costs=(9.00234e-05,), error_no=0, all_cost=1.2526428699493408, timestamp=1543905202.7524369)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 8, 2]), ('tile_x', [1, 2, 4, 2]), ('tile_rc', [128, 4]), ('auto_unroll_max_step', 128), ('unroll_explicit', 1)],winograd,None,328540
DEBUG:autotvm:No: 180	GFLOPS: 2446.2010/3317.0788	cost: 0.0001	result: MeasureResult(costs=(9.451839999999999e-05,), error_no=0, all_cost=1.256681203842163, timestamp=1543905203.5570538)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 8, 2]), ('tile_x', [1, 2, 4, 2]), ('tile_rc', [128, 4]), ('auto_unroll_max_step', 0), ('unroll_explicit', 1)],winograd,None,251540
DEBUG:autotvm:No: 181	GFLOPS: 2892.0283/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.994770000000001e-05,), error_no=0, all_cost=1.3499276638031006, timestamp=1543905204.3891509)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 4, 4]), ('tile_x', [1, 2, 8, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 128), ('unroll_explicit', 1)],winograd,None,334076
DEBUG:autotvm:No: 182	GFLOPS: 2726.5320/3317.0788	cost: 0.0001	result: MeasureResult(costs=(8.48004e-05,), error_no=0, all_cost=1.2431690692901611, timestamp=1543905205.185435)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 16, 2]), ('tile_x', [1, 2, 2, 4]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 128), ('unroll_explicit', 0)],winograd,None,106565
DEBUG:autotvm:No: 183	GFLOPS: 3262.6991/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.086494999999999e-05,), error_no=0, all_cost=1.14528226852417, timestamp=1543905205.920096)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 8, 4]), ('tile_x', [1, 2, 8, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],winograd,None,411081
DEBUG:autotvm:No: 184	GFLOPS: 3113.3366/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.42647e-05,), error_no=0, all_cost=1.1226649284362793, timestamp=1543905206.6374438)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 8, 2]), ('tile_x', [1, 2, 8, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],winograd,None,26040
DEBUG:autotvm:No: 185	GFLOPS: 2672.5178/3317.0788	cost: 0.0001	result: MeasureResult(costs=(8.65143e-05,), error_no=0, all_cost=1.1262543201446533, timestamp=1543905207.3528824)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 8, 2]), ('tile_x', [1, 2, 8, 1]), ('tile_rc', [128, 4]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],winograd,None,403340
DEBUG:autotvm:No: 186	GFLOPS: 2687.8078/3317.0788	cost: 0.0001	result: MeasureResult(costs=(8.602215000000001e-05,), error_no=0, all_cost=1.1857705116271973, timestamp=1543905208.1472769)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [32, 1, 8, 2]), ('tile_x', [1, 2, 8, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 0), ('unroll_explicit', 1)],winograd,None,257039
DEBUG:autotvm:No: 187	GFLOPS: 3086.5420/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.49094e-05,), error_no=0, all_cost=1.1861765384674072, timestamp=1543905208.9478273)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 32, 1]), ('tile_x', [1, 2, 2, 4]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 0), ('unroll_explicit', 1)],winograd,None,260520
DEBUG:autotvm:No: 188	GFLOPS: 2716.1671/3317.0788	cost: 0.0001	result: MeasureResult(costs=(8.5124e-05,), error_no=0, all_cost=1.161513328552246, timestamp=1543905209.681205)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 16, 2]), ('tile_x', [1, 2, 2, 4]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],winograd,None,414565
DEBUG:autotvm:No: 189	GFLOPS: 2967.9651/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.79022e-05,), error_no=0, all_cost=1.2255799770355225, timestamp=1543905210.474612)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 16, 2]), ('tile_x', [1, 2, 8, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 128), ('unroll_explicit', 1)],winograd,None,334045
DEBUG:autotvm:No: 190	GFLOPS: 2776.8674/3317.0788	cost: 0.0001	result: MeasureResult(costs=(8.326325e-05,), error_no=0, all_cost=1.213219165802002, timestamp=1543905211.2233126)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 16, 1]), ('tile_x', [1, 2, 2, 4]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],winograd,None,414515
DEBUG:autotvm:No: 191	GFLOPS: 2949.5527/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.83885e-05,), error_no=0, all_cost=1.2627475261688232, timestamp=1543905212.0290368)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [32, 1, 8, 2]), ('tile_x', [1, 2, 4, 2]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 128), ('unroll_explicit', 0)],winograd,None,105239
DEBUG:autotvm:No: 192	GFLOPS: 3283.7085/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.041155e-05,), error_no=0, all_cost=1.091867208480835, timestamp=1543905212.7704208)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 8, 2]), ('tile_x', [1, 2, 8, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],winograd,None,180040
DEBUG:autotvm:XGB iter:   0	tr-a-recall@64: 0.497169	tr-map: 0.024390
DEBUG:autotvm:XGB iter:  25	tr-a-recall@64: 0.730222	tr-map: 0.125000
DEBUG:autotvm:XGB iter:  50	tr-a-recall@64: 0.785841	tr-map: 0.500000
DEBUG:autotvm:XGB stopped. Best iteration: [40] tr-a-recall@64:0.804396	tr-map:0.5 
DEBUG:autotvm:XGB train: 1.44	obs: 192	error: 53	n_cache: 42598
DEBUG:autotvm:SA iter: 50	last_update: 49	max-0: 4.09	max-1: 5.59	temp: 0.90	elapsed: 6.57
DEBUG:autotvm:SA iter: 100	last_update: 96	max-0: 4.17	max-1: 5.59	temp: 0.80	elapsed: 15.29
DEBUG:autotvm:SA iter: 150	last_update: 146	max-0: 4.26	max-1: 5.59	temp: 0.70	elapsed: 23.14
DEBUG:autotvm:SA iter: 200	last_update: 199	max-0: 4.28	max-1: 5.59	temp: 0.60	elapsed: 29.96
DEBUG:autotvm:SA iter: 250	last_update: 243	max-0: 4.33	max-1: 5.59	temp: 0.50	elapsed: 36.03
DEBUG:autotvm:SA iter: 293	last_update: 243	max-0: 4.33	max-1: 5.59	elapsed: 40.99
DEBUG:autotvm:SA Maximums: [(5.59234, 333605), (5.448372, 410605), (5.343655, 179605), (5.343655, 102605), (5.179876, 105245), (5.179876, 182245), (5.0878754, 180081), (5.0878754, 103081), (5.031615, 256605), (4.8276334, 267160), (4.7944593, 421160), (4.7891297, 413459), (4.7822127, 334296), (4.758263, 411296), (4.7545867, 413239), (4.7396064, 25605), (4.738933, 341996), (4.723603, 341781), (4.6897426, 113160), (4.6897426, 190160), (4.683793, 344165), (4.671418, 257296), (4.6535463, 180296), (4.6508107, 336459), (4.648246, 182459), (4.6281376, 264996), (4.594965, 418996), (4.5796347, 418781), (4.575924, 179600), (4.5758276, 28245), (4.541774, 343945), (4.539825, 421165), (4.535625, 36160), (4.533528, 103296), (4.524217, 414520), (4.519139, 113165), (4.519139, 190165), (4.5138927, 342001), (4.4959774, 413453), (4.4902477, 110996), (4.4902477, 187996), (4.489379, 182239), (4.4838257, 26081), (4.4749174, 110781), (4.4749174, 187781), (4.470751, 413195), (4.4559054, 102600), (4.45529, 333600), (4.43134, 410600), (4.4020686, 183735), (4.397805, 420945), (4.37941, 26296), (4.3749557, 412805), (4.369924, 419001), (4.3689694, 267165), (4.3659587, 105459), (4.3590493, 181805), (4.3590493, 104805), (4.3576584, 336453), (4.3507333, 336195), (4.3492384, 188001), (4.3492384, 111001), (4.336129, 33996), (4.325586, 183520)]
DEBUG:autotvm:No: 193	GFLOPS: 3073.1923/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.523480000000001e-05,), error_no=0, all_cost=1.2620184421539307, timestamp=1543905258.6799762)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 16, 2]), ('tile_x', [1, 4, 4, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 128), ('unroll_explicit', 1)],winograd,None,333605
DEBUG:autotvm:No: 194	GFLOPS: 3093.8585/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.473224999999999e-05,), error_no=0, all_cost=1.1709187030792236, timestamp=1543905259.4592922)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 16, 2]), ('tile_x', [1, 4, 4, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],winograd,None,410605
DEBUG:autotvm:No: 195	GFLOPS: 3115.6734/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.420900000000001e-05,), error_no=0, all_cost=1.2404935359954834, timestamp=1543905260.299844)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 16, 2]), ('tile_x', [1, 4, 4, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],winograd,None,179605
DEBUG:autotvm:No: 196	GFLOPS: 3123.8863/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.40139e-05,), error_no=0, all_cost=1.1307783126831055, timestamp=1543905261.0593164)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 16, 2]), ('tile_x', [1, 4, 4, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 128), ('unroll_explicit', 0)],winograd,None,102605
DEBUG:autotvm:No: 197	GFLOPS: 3167.1916/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.300190000000001e-05,), error_no=0, all_cost=1.2124066352844238, timestamp=1543905261.8908157)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 16, 2]), ('tile_x', [1, 2, 4, 2]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 128), ('unroll_explicit', 0)],winograd,None,105245
DEBUG:autotvm:No: 198	GFLOPS: 3176.3419/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.27916e-05,), error_no=0, all_cost=1.1674067974090576, timestamp=1543905262.6424246)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 16, 2]), ('tile_x', [1, 2, 4, 2]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],winograd,None,182245
DEBUG:autotvm:No: 199	GFLOPS: 3131.3091/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.383845e-05,), error_no=0, all_cost=1.097515344619751, timestamp=1543905263.4516866)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 8, 4]), ('tile_x', [1, 2, 8, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],winograd,None,180081
DEBUG:autotvm:No: 200	GFLOPS: 3158.7455/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.31971e-05,), error_no=0, all_cost=1.1740009784698486, timestamp=1543905264.214922)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 8, 4]), ('tile_x', [1, 2, 8, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 128), ('unroll_explicit', 0)],winograd,None,103081
DEBUG:autotvm:No: 201	GFLOPS: 2958.0564/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.816315e-05,), error_no=0, all_cost=1.2101969718933105, timestamp=1543905265.0311344)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 16, 2]), ('tile_x', [1, 4, 4, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 0), ('unroll_explicit', 1)],winograd,None,256605
DEBUG:autotvm:No: 202	GFLOPS: 2927.9465/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.896695e-05,), error_no=0, all_cost=1.223564624786377, timestamp=1543905265.8408432)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 8, 2]), ('tile_x', [1, 1, 8, 2]), ('tile_rc', [32, 16]), ('auto_unroll_max_step', 0), ('unroll_explicit', 1)],winograd,None,267160
DEBUG:autotvm:No: 203	GFLOPS: 3087.5168/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.488575e-05,), error_no=0, all_cost=1.2307982444763184, timestamp=1543905266.6284494)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 8, 2]), ('tile_x', [1, 1, 8, 2]), ('tile_rc', [32, 16]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],winograd,None,421160
DEBUG:autotvm:No: 204	GFLOPS: 2803.7913/3317.0788	cost: 0.0001	result: MeasureResult(costs=(8.246370000000001e-05,), error_no=0, all_cost=1.144965410232544, timestamp=1543905267.4351406)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [32, 1, 8, 2]), ('tile_x', [1, 1, 8, 2]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],winograd,None,413459
DEBUG:autotvm:No: 205	GFLOPS: 3122.6016/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.404435e-05,), error_no=0, all_cost=1.2232942581176758, timestamp=1543905268.2697768)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 4, 4]), ('tile_x', [1, 1, 16, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 128), ('unroll_explicit', 1)],winograd,None,334296
DEBUG:autotvm:No: 206	GFLOPS: 3127.6980/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.39237e-05,), error_no=0, all_cost=1.1731929779052734, timestamp=1543905269.0181878)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 4, 4]), ('tile_x', [1, 1, 16, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],winograd,None,411296
DEBUG:autotvm:No: 207	GFLOPS: 3008.2979/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.685775e-05,), error_no=0, all_cost=1.2484803199768066, timestamp=1543905269.7940428)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [32, 1, 8, 2]), ('tile_x', [1, 2, 4, 2]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],winograd,None,413239
DEBUG:autotvm:No: 208	GFLOPS: 2939.7215/3317.0788	cost: 0.0001	result: MeasureResult(costs=(7.865065e-05,), error_no=0, all_cost=1.2527804374694824, timestamp=1543905270.5596168)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 16, 2]), ('tile_x', [1, 4, 4, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],winograd,None,25605
DEBUG:autotvm:No: 209	GFLOPS: 3427.7451/3427.7451	cost: 0.0001	result: MeasureResult(costs=(6.745279999999999e-05,), error_no=0, all_cost=1.2874832153320312, timestamp=1543905271.4122095)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 4, 4]), ('tile_x', [1, 1, 16, 1]), ('tile_rc', [32, 16]), ('auto_unroll_max_step', 128), ('unroll_explicit', 1)],winograd,None,341996
DEBUG:autotvm:No: 210	GFLOPS: 3051.1466/3427.7451	cost: 0.0001	result: MeasureResult(costs=(7.577839999999999e-05,), error_no=0, all_cost=1.326362133026123, timestamp=1543905272.2420282)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 8, 4]), ('tile_x', [1, 2, 8, 1]), ('tile_rc', [32, 16]), ('auto_unroll_max_step', 128), ('unroll_explicit', 1)],winograd,None,341781
DEBUG:autotvm:No: 211	GFLOPS: 2957.0614/3427.7451	cost: 0.0001	result: MeasureResult(costs=(7.818945000000001e-05,), error_no=0, all_cost=1.2611289024353027, timestamp=1543905273.103448)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 8, 2]), ('tile_x', [1, 1, 8, 2]), ('tile_rc', [32, 16]), ('auto_unroll_max_step', 128), ('unroll_explicit', 0)],winograd,None,113160
DEBUG:autotvm:No: 212	GFLOPS: 2895.2604/3427.7451	cost: 0.0001	result: MeasureResult(costs=(7.985845e-05,), error_no=0, all_cost=1.2044494152069092, timestamp=1543905273.885715)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 8, 2]), ('tile_x', [1, 1, 8, 2]), ('tile_rc', [32, 16]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],winograd,None,190160
DEBUG:autotvm:No: 213	GFLOPS: 3446.1631/3446.1631	cost: 0.0001	result: MeasureResult(costs=(6.709230000000001e-05,), error_no=0, all_cost=1.2452058792114258, timestamp=1543905274.72358)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 16, 2]), ('tile_x', [1, 1, 8, 2]), ('tile_rc', [32, 16]), ('auto_unroll_max_step', 128), ('unroll_explicit', 1)],winograd,None,344165
DEBUG:autotvm:No: 214	GFLOPS: 3065.7881/3446.1631	cost: 0.0001	result: MeasureResult(costs=(7.54165e-05,), error_no=0, all_cost=1.2294645309448242, timestamp=1543905275.5339282)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 4, 4]), ('tile_x', [1, 1, 16, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 0), ('unroll_explicit', 1)],winograd,None,257296
DEBUG:autotvm:No: 215	GFLOPS: 3062.2494/3446.1631	cost: 0.0001	result: MeasureResult(costs=(7.550365e-05,), error_no=0, all_cost=1.2704849243164062, timestamp=1543905276.3534558)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 4, 4]), ('tile_x', [1, 1, 16, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],winograd,None,180296
DEBUG:autotvm:No: 216	GFLOPS: 2801.9294/3446.1631	cost: 0.0001	result: MeasureResult(costs=(8.251849999999999e-05,), error_no=0, all_cost=1.0968008041381836, timestamp=1543905277.0767071)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [32, 1, 8, 2]), ('tile_x', [1, 1, 8, 2]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 128), ('unroll_explicit', 1)],winograd,None,336459
DEBUG:autotvm:No: 217	GFLOPS: 2642.3919/3446.1631	cost: 0.0001	result: MeasureResult(costs=(8.750064999999999e-05,), error_no=0, all_cost=1.2325522899627686, timestamp=1543905277.9071023)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [32, 1, 8, 2]), ('tile_x', [1, 1, 8, 2]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],winograd,None,182459
DEBUG:autotvm:No: 218	GFLOPS: 2880.0323/3446.1631	cost: 0.0001	result: MeasureResult(costs=(8.02807e-05,), error_no=0, all_cost=1.2671818733215332, timestamp=1543905278.754413)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 4, 4]), ('tile_x', [1, 1, 16, 1]), ('tile_rc', [32, 16]), ('auto_unroll_max_step', 0), ('unroll_explicit', 1)],winograd,None,264996
DEBUG:autotvm:No: 219	GFLOPS: 3420.0839/3446.1631	cost: 0.0001	result: MeasureResult(costs=(6.76039e-05,), error_no=0, all_cost=1.2014589309692383, timestamp=1543905279.52537)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 4, 4]), ('tile_x', [1, 1, 16, 1]), ('tile_rc', [32, 16]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],winograd,None,418996
DEBUG:autotvm:No: 220	GFLOPS: 3015.8023/3446.1631	cost: 0.0001	result: MeasureResult(costs=(7.666650000000001e-05,), error_no=0, all_cost=1.1744563579559326, timestamp=1543905280.304266)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 8, 4]), ('tile_x', [1, 2, 8, 1]), ('tile_rc', [32, 16]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],winograd,None,418781
DEBUG:autotvm:No: 221	GFLOPS: 2787.9337/3446.1631	cost: 0.0001	result: MeasureResult(costs=(8.293275e-05,), error_no=0, all_cost=1.2420213222503662, timestamp=1543905281.146959)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 8, 2]), ('tile_x', [1, 4, 4, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],winograd,None,179600
DEBUG:autotvm:No: 222	GFLOPS: 3002.8028/3446.1631	cost: 0.0001	result: MeasureResult(costs=(7.69984e-05,), error_no=0, all_cost=1.1242570877075195, timestamp=1543905281.902662)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 16, 2]), ('tile_x', [1, 2, 4, 2]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],winograd,None,28245
DEBUG:autotvm:No: 223	GFLOPS: 2899.6630/3446.1631	cost: 0.0001	result: MeasureResult(costs=(7.97372e-05,), error_no=0, all_cost=1.269714593887329, timestamp=1543905282.7194054)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 16, 2]), ('tile_x', [1, 2, 4, 2]), ('tile_rc', [32, 16]), ('auto_unroll_max_step', 128), ('unroll_explicit', 1)],winograd,None,343945
DEBUG:autotvm:No: 224	GFLOPS: 3431.7771/3446.1631	cost: 0.0001	result: MeasureResult(costs=(6.737355e-05,), error_no=0, all_cost=1.1835405826568604, timestamp=1543905283.4979928)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 16, 2]), ('tile_x', [1, 1, 8, 2]), ('tile_rc', [32, 16]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],winograd,None,421165
DEBUG:autotvm:No: 225	GFLOPS: 2974.9401/3446.1631	cost: 0.0001	result: MeasureResult(costs=(7.771955e-05,), error_no=0, all_cost=1.1378357410430908, timestamp=1543905284.2655435)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 8, 2]), ('tile_x', [1, 1, 8, 2]), ('tile_rc', [32, 16]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],winograd,None,36160
DEBUG:autotvm:No: 226	GFLOPS: 3056.5394/3446.1631	cost: 0.0001	result: MeasureResult(costs=(7.56447e-05,), error_no=0, all_cost=1.115156888961792, timestamp=1543905285.0528142)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 4, 4]), ('tile_x', [1, 1, 16, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 128), ('unroll_explicit', 0)],winograd,None,103296
DEBUG:autotvm:No: 227	GFLOPS: 3050.3617/3446.1631	cost: 0.0001	result: MeasureResult(costs=(7.57979e-05,), error_no=0, all_cost=1.1350574493408203, timestamp=1543905285.8280222)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 32, 1]), ('tile_x', [1, 2, 2, 4]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],winograd,None,414520
DEBUG:autotvm:No: 228	GFLOPS: 3440.5018/3446.1631	cost: 0.0001	result: MeasureResult(costs=(6.720269999999999e-05,), error_no=0, all_cost=1.218278169631958, timestamp=1543905286.651432)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 16, 2]), ('tile_x', [1, 1, 8, 2]), ('tile_rc', [32, 16]), ('auto_unroll_max_step', 128), ('unroll_explicit', 0)],winograd,None,113165
